changes
0.077998757
0.044393197
-0.015732818
0.148345485
0.015384615
-0.17989418
0.306744868
0.270197487
0.383392226
-0.242145594
0.228682171
0.210807845
0.175011328
0.38995469
0.331946178
0.165694647
0.074899215
-0.158902487
0.223187045
0.026669225
0.176789385
-0.021756392
0.182792208
0.119407082
-0.021088769
-0.051978958
0.184436517
0.106413832
0.115031757
0.551898734
-0.127476113
0.29286859
0.200544218
-0.189483228
0.08417226
0.267732783
-0.020956256
0.124272652
0.211829945
0.484441733
0.14621866
-0.035948005
0.506788172
0.032707973
0.23407434
-0.042516101
0.210185607
0.113544235
