value
1615.4915368979307
3893.57071509224
3537.3095677100105
3773.6988887989596
3846.592044482448
3293.407217388247
5318.648300333277
4164.429192600897
5453.117145065764
1781.0966222950365
3874.446336186809
3520.8958699753484
5262.989854603235
2947.8016516070747
2070.4295497817106
2058.07506583776
2950.6939992273115
3710.1465227227136
6220.937162564514
6041.475874853138
6441.211258122581
4350.45938150602
2170.5564446504973
1797.2180722003734
1777.915525528153
5163.706973710248
2339.5943848035054
4108.323135875774
3690.866444928782
4708.127666788702
2852.3760298853786
3017.5515994031634
7202.137350141077
3600.4833006700173
2335.314656898527
2789.6878526580876
4321.972230250776
4330.209363000819
5147.860647172885
4451.605918151557
4784.547118644252
2718.36342775863
1548.865373073114
4197.798357378694
3484.742187611552
5879.941362865296
2062.8923524548513
4710.153259409019
3671.110924291932
2782.920694383767
2380.2567672679397
3857.9426982404566
3190.1168494490867
4177.433776420363
2096.009878367408
5023.341692218358
4933.240698202413
2478.7183639918744
7344.530009667292
1989.164671588418
1456.9478074669612
3482.442542790135
2886.1303325494555
5621.950700944066
5151.518635533653
4000.687469048301
3818.3869213901116
10047.689851711884
5111.205693160506
3860.9602852600897
2756.951346057471
3791.0930187246713
2541.0729963610515
7867.997388614005
2680.729648404579
2594.740426690994
3726.9923918739446
3428.9728523498743
1389.94810191554
4744.832748235846
2136.2761939027114
3730.2701668040336
4019.6577943069565
7811.826074086171
6753.738117037735
3399.2731020688143
3446.05337278272
6838.015172906448
1958.5015406998157
4420.309969143998
2571.6738656208427
4557.235399473835
4114.479837779911
4836.388271782387
1401.5007125045713
2458.9453095354365
5551.630743269006
3997.516926341467
4101.640597238758
3672.2451974197916
2739.3604732391786
3449.8739101723936
4042.097648680678
4454.797599257699
4475.012563200536
2748.121719331453
4169.822825559002
5171.909819810841
2340.9660087711636
4457.231349390207
2065.0983586220423
2827.427402202188
1703.1759383183569
4171.383879374889
4027.9441566648848
6426.955891197807
2726.487582811686
2918.7503529579835
4241.258566328107
4007.3641447623745
6814.181838049792
4902.397594385177
3463.3677745488876
6897.785612698119
3791.3014971511534
3770.9055973589498
4661.869941370154
3012.7429358212107
1913.7771181558644
4267.058969122438
4347.347451229916
3843.218961806496
3678.6820572773904
2937.126652820416
4630.371870081158
3969.2612268351904
4581.498743110604
4221.537469380379
2705.802399469907
1986.095400200512
2874.501266548264
2903.3929275941246
2508.9842698884754
4721.130837002943
1311.5337064702048
5602.427783928318
3285.892605612624
3009.78263084674
5480.726385715993
4137.387532514548
3236.7292559554694
3636.062493556651
2501.9080157174003
4778.916694085642
2690.43090433751
5007.1537637615875
5255.738591506591
6041.8473295712465
3722.8538358740757
3514.2929378290023
3438.70153975031
3964.958158301399
4653.310061054549
3485.841958819942
2364.6432355645907
4112.148929838664
4133.872326041056
2524.9145664909
4755.749156633202
2947.0725473002185
3105.50503445395
3950.6514737796356
3291.7035516153987
5843.039465138506
2264.5847132684726
7502.414990724712
6808.751504088455
5649.64941340918
3759.538876200177
2294.1316207983664
2519.8987275095624
2039.0558412064404
2914.5092511154976
5599.589396868824
8523.93581065801
3794.6958195885222
3172.502551366726
6302.9462238451315
4971.927417703368
2906.674149697538
4702.756625077605
3585.9598331895368
1585.104617473577
2148.2866849818442
7452.3937332185615
9217.797460186386
6008.016507833173
3235.8842377724495
2879.539858812738
3702.9903364674938
2823.6354084220893
3817.291496538543
3373.889779305999
5519.806414095924
2644.007353528382
4228.832869569097
3603.891987212586
5992.173424486642
4023.9550210152943
1620.2114432246458
4608.028487918757
2934.454756931801
2250.9452962261544
3470.640077667331
4326.3247473313595
5118.404041744131
1448.1952805601088
2513.4405578139094
2532.710762930112
2643.9150404661573
3124.9171835632633
1546.4033726628138
3306.4840632389837
3259.375143920726
5149.315487216694
2898.185134954227
4141.309452655441
4642.6670665304455
3041.2200185241113
5986.147117202602
7195.367169346786
2739.932175855059
3831.0558728428573
3494.80291428777
4057.5707137965387
5445.942307348333
2438.875434597516
5201.364103044717
2275.502601636707
4180.558339149473
4829.93598025035
3024.1555001472548
4973.334579909634
979.0467006512137
2207.9092206706755
3292.21132598428
7032.501292008391
4188.895016096662
5666.559598811447
2352.4195256903863
2815.1050976865918
2638.60524338679
2759.046989598749
1302.0335243478166
3746.483002510917
4680.948308277226
4502.893412252
3233.931638954503
5774.8251627279105
3325.543312888909
4080.257375915854
8757.69138271937
4216.542832188827
4371.093250311448
6265.999164439912
2321.9194160808174
2625.2528719389634
4512.576425628379
2168.622242261169
4217.250685132028
7302.388513672055
2526.3367899656982
5175.551651837407
2650.7877986151957
2922.1338561275384
6929.7734435129605
2546.2688480673337
3942.4117327671843
3275.3316984278435
2853.0087738567363
2043.495198404116
1800.608692494362
2137.597387065812
4606.39787162376
6468.54496265732
4006.5555767736464
6379.657197732606
8110.644497865104
7505.559102507064
3376.198910835125
3201.2711776935803
2510.876302740146
1719.2354638592553
4446.914363000874
1823.9404222854396
3516.0814625254848
2958.919312997351
2367.9123850251212
5692.880039412631
4089.064420504929
4808.689121575781
7486.75363577477
3935.9859035357463
3052.4012903968637
2768.4058734846512
4012.3258725732867
6364.3196923153655
2275.3708609788628
2269.7868038418837
5190.565973600667
2958.370858287739
4939.504059151055
6208.406709156956
3831.9042065099206
3206.9770727177647
2183.2442982228276
4159.158385536589
3411.475093399984
8042.314150673903
4437.363510310139
4527.506014083639
7858.760064359523
